,source,edge,target
1962,buffer,requires,software TLB
1963,x86  architecture,support,software TLB
1964,when  VMMactivates,requires,complete  TLB
1965,This,has,negative  performance
1966,only  OS,owns,only  pages
1967,other  OS,has,multiple page update performance
1968,strategy,used_for,segmentation
1969,architecture,supports,four  protection
1970,virtually OS kernels,run_at,one  Level
1971,VMM,runs_at,1 guest Level
1972,Applications,make,called system Xen
1973,instructions,paravirtualized,guest Xen
1974,directly  instruction,fails,privileged  instruction
1975,Memory,partitioned_between,strong  isolation
1976,balloon which,implements,own page allocator
1977,page faults,handled,directly guest OS
1978,Xen,schedules_individual,scheduling algorithm scheduling Section
1979,when latency this,uses,timely  TCP
1980,OS,register_with,exception validation
1981,which,uses,extended stack frame
1982,OS,validate,directly exception Xen
1983,system,replaces,hardware interrupts
1984,Notifications,delivered,asynchronous event system
1985,OS,has,virtual timer time
1986,that,supports,system  wide
1987,listeners,informs,which
1988,XenStore,communicates_with,rather grant tables
1989,user,provides,memory configuration allocations
1990,Then  Toolstack,parses,XenStore
1991,new communication VM,takes,virtual communication console
1992,Xen,defines,networking
1993,drivers,have,front
1994,two,communicate_via,shared  memory
1995,Xen,enforces,shared synchronization signals
1996,lists,stored_in,grant memory
1997,Data,move,I O Figure
1998,data buffers,allocated_off,off guest OS
1999,O network operations,committed,talk
2000,buffers,protected_by,corresponding page frames
2001,virtual network that,has,network interface card
2002,VIF,attached_to,firewall router firewall VFR
2003,rings,supported,packet receiving
2004,then send Xen,copies,matching packet rules
2005,pattern,require,packet header
2006,rules,ensure,same source IP address
2007,Xen,includes,unmodified commodity operating systems
2008,own  that,emulates,Dom0  VM
2009,when  Intel,underwent_significant,VT x processors
2010,when  Intel,released,VT x
2011,running,adopted_by,VT d
2012,Xen,running,2008
2013,support,added_to,Linux 2011
2014,Xen,incorporated_for,VT d architectures
2015,This,avoids,security driver reliability
2016,OS,exploit,3D graphics card
2017,one,know,bound VM 298
2018,servers,share,same  Xen
2019,generator,sends,1  100
2020,size,increases,100  KB
2021,first  we,see,10  system
2022,when  system,shows,same data rate range
2023,quite  variation,increases,two file size magnitude
2024,Denali,designed,larger network Xen
2025,design,target,existing Denali ABI
2026,design,support,some
2027,design,support,segmentation
2028,multiple guest Xen,support,multiple guest OS
2029,total,had,"3,000 Linux code"
2030,Windows figure,is,Windows XP
2031,it,implement,such  a
2032,answers,discussed_in,section
2033,layered defense mechanism,understood,malware
2034,layered defense mechanism,disabled,layer
2035,VMM,offers_to,physical abstraction hardware
2036,software VMM,forced,physical  hardware
2037,194  it,argues,physical rogue hardware
2038,rootkit,refers_to,privileged  system
2039,name,comes_from,privileged software components
2040,virtual  machine,sees_virtual,legitimate  virtual
2041,guest OS,notice,any
2042,we,address,the
2043,malware,point,VMM
2044,malware,runs,approach
2045,VMM,prevents,malicious guest operating activities
2046,VMBR,record,key
2047,data,be,network
2048,moreover  impunity,change,will
2049,attacker,has,root
2050,malicious  OS,enable,guest OS
2051,ii,run,denial spam application
2052,VMBRs,described_in,several Windows 194
2053,once boot attacker,stress,total root privileges system
2054,once  attacker,has,root privileges attacker
2055,introduction,found_in,recent virtualization 141
2056,machines,dissected_in,Smith
2057,discussion,provided_by,virtual machine Rosenblum
2058,papers,discuss_in,XenVMM performance
2059,system,presented_in,372
2060,paper,compares,standard operating system
2061,project,presented_in,HP 228
2062,new  services,argues,operating system
2063,services,added_below,operating system level
2064,process,creates,virtual  machine
2065,survey,provided_by,virtual security 389
2066,references,discuss,virtualization  architecture
2067,we,discuss,HP Laboratories
2068,VMM,expected,detailed performance analysis
2069,vBlades project,shows,requirements
2070,ISA,conform,requirements
2071,unfortunately IA64 architecture,meet,requirements
2072,hardware,review,four privilege rings
2073,nonprivileged  PL2,used,nonprivileged  instructions
2074,applications,run_at,PL3
2075,OS,accept,four privilege rings
2076,nonprivileged  instructions,allow,an
2077,Itaniumwas,selected_because,functional  units
2078,processor,has,functional  units
2079,word,contains,three
2080,fetch mechanism,read,two L1 pipeline
2081,unit,execute,particular  instruction
2082,hardware,has,renumbered procedure calls
2083,7 bit that,specifies,register usage
2084,illegal write operation,returns,illegal  instruction
2085,illegal write operation,trapped,value
2086,processor,supports,privileged region registers
2087,caller,allows,region
2088,VMM,intercepts,privileged guest isolation
2089,hardware,has,interruption vector table
2090,particular  interrupt,activate_different,interrupt  table
2091,own vector OS,maintains,IVA
2092,when guest interrupt,uses,guest interrupt guest handler
2093,When guest OS,attempts,privileged VMM instruction
2094,certain  VMM,disable,interrupt
2095,when guest OS,uses,rsm
2096,interrupts,fact,guest OS
2097,interrupt,masked,case
2098,register stack which,caused_by,accessmemory page fault
2099,same RSE operations,solved_by,same  time
2100,number,behave,differently privilege level
2101,VMM,replaces,dynamic instruction stream
2102,which,saves,stack information
2103,VMM,replaces,break.b instruction
2104,which,access,virtual memory control structures
2105,illegal  read,trapped,32  127
2106,Access,controlled_by,PSR.sp instruction
2107,VMM,guided_by,significant memory performance
2108,same  VMM,exercise_tight,tight guest OS
2109,guest OS,allow,memory
2110,OS,inserts,virtual  addressing
2111,OS,placed,metaphysical addressing mode
2112,translation,provides,regular address translation
2113,distinguishes,using,virtual processor status
2114,monitor,introduces,significant network communication
2115,CPU  utilization,reported,100 Mbps network
2116,native  VMM,executes,larger  instructions
2117,overheads,reported_for_other,particular  Xen
2118,we,examine,basic  network
2119,driver domain,refer_to,guest domain
2120,native network interface which,called,also network adapter
2121,precisely guest OS,uses,back driver domain
2122,guest domain,communicates_with,driver domain
2123,it,added_to,table
2124,bridge,uses,rather broadcast packet
2125,bridge,performs,multiplexing driver demultiplexing
2126,packets,have,different  VMM
2127,Similarly  packets,have,single network adaptor
2128,Xen,supports,address translation
2129,Table,shows,well Xen optimizations
2130,Next  we,examine,virtual optimization interface
2131,interface,provides,low level network primitives
2132,design,supports,e.g. scatter gather DMA
2133,features,supported,optimized  Figure
2134,data packet,allocated_in,new  page
2135,physical  page,remapped_into,target domain
2136,physical  page,remapped_to,guest domain
2137,when network bridge,needs,only MAC packet
2138,optimized  implementation,based_on,out packet MAC header
2139,strategy,contributed_to,nonoptimized data version
2140,optimization,covers_virtual,virtual  memory
2141,memory,takes,Pentium Pentium processors
2142,superpage,increases,the
2143,physical address translation mechanism,covers,physical  pages
2144,mechanism,maps,contiguous  pages
2145,This,helps,TLB
2146,Obviously  pages,belong_to,same guest OS
2147,only guest that,allocate,rather superpage mapping
2148,that,forces,the
2149,version,uses,special memory problem
2150,Xen,seen,negatively  performance
2151,Xen,introduces_additional,additional  overhead
2152,plain vanilla Linux,compare,base  system
2153,First  we,take,closer OS level virtualization
2154,OpenVZ,uses,patched Linux kernel
2155,lack,compensated_by_lower,lower  overhead
2156,more  memory,used_by,virtual  others
2157,system,uses,common file system
2158,one,needs,virtual  VM
2159,OpenVZ,has,two  level
2160,fair share scheduler,allocates_cpu,CPU time
2161,scheduler,has,also  two
2162,container,has,I O priority
2163,scheduler,distributes,the
2164,discussion,focused,281
2165,experimental  load,is_ample,significantly system time
2166,series,illustrates,clearly CPU fact
2167,phenomenon,justifies,threads operating system
2168,load,tends,average resource utilization
2169,user,starts,individual  items
2170,session,requires,the
2171,increased  load,means,increased  threads
2172,that,reports,L2 cache binary
2173,that,allow,the
2174,setups,shown_in,different  Figure
2175,two  tiers,run_on,single  Linux
2176,throughput,increases,linearly  workload
2177,slightly OpenVZ time,increases,600 Xen system
2178,DB consumption,represents,1-4  load
2179,times Xen application domain,shows,times  more
2180,Xen Dom0,has,times  more
2181,domain,has,9  times
2182,base system,run,Linux
2183,directly  Xen,compared,modified Linux kernel
2184,Xen,runs,modified  Linux
2185,procedure evtchn_do_upcall,invoked,event
2186,figure,refers_to,user space
2187,group,uses,three DB systems
2188,throughput,increases,linearly  workload
2189,times base 3.5,misses_for,larger User Domain
2190,group,uses,two DB servers
2191,throughput,increases,800  threads
2192,relatively  OpenVZ,remains,times  Xen
2193,OpenVZ,for,increases
2194,hosting,is,same  server
2195,Gerald J. Popek,gave,Robert P. a
2196,computer architecture,support,virtualization
2197,when  program,exhibit,equivalent  machine
2198,significant  fraction,executed_without,machine VMM
2199,formulation,based_on,efficient machine instructions
2200,set,constructed,privileged  machine
2201,one,resort_to,Binary  translation
2202,VMM,monitors,the
2203,nonvirtualizable  instructions,replaced_with_other,other guest operating instructions
2204,only  that,modified,only  instructions
2205,virtual  machine,are,actual  Figure
2206,aspects,virtualized,hardware
2207,Section,covers,5.8 hardware Xen
